,Open,High,Low,Close,Adj Close,Volume,Date,GDP,FEDFUNDS,CPIAUCSL,UNRATE,GS10,INDPRO,PPIACO,RSXFS,HOUST,PSAVERT,LogReturn,RollingVolatility_30d
30,0.0,0.0,0.0,0.0,0.0,0.18403179607488682,2004-10-01,0.0,0.32386363636363635,0.0,0.17699115044247787,0.775055679287305,0.5104700292510795,0.0,0.004656487128737452,0.9219201850780798,0.08169934640522875,0.4781083665138078,0.026344910772111083
31,0.0005880087815278191,0.00034481902802523806,0.0006817750393167746,0.00032619617599414716,0.00032581980262106833,0.15844119716453917,2004-10-04,0.0,0.32386363636363635,0.0,0.17699115044247787,0.775055679287305,0.5104700292510795,0.0,0.004656487128737452,0.9219201850780798,0.08169934640522875,0.4643644900319787,0.023187962262920594
32,0.0005100483764962256,0.0005624620051491828,0.0004438889045352834,0.0007615680299649687,0.0007606870386694144,0.18218565343347876,2004-10-05,0.0,0.32386363636363635,0.0,0.17699115044247787,0.775055679287305,0.5104700292510795,0.0,0.004656487128737452,0.9219201850780798,0.08169934640522875,0.482945963226446,0.023388086992454874
33,0.00089192091712198,0.0005519760146301851,0.000943592144473173,0.0005918943454019492,0.0005912094046956438,0.16280723866775684,2004-10-06,0.0,0.32386363636363635,0.0,0.17699115044247787,0.775055679287305,0.5104700292510795,0.0,0.004656487128737452,0.9219201850780798,0.08169934640522875,0.37308733111647774,0.02166410045110312
34,0.0008086758755653269,0.0007394625129761023,0.0010166826787855257,0.0008247025706267681,0.0008237483665924673,0.17173877351210892,2004-10-07,0.0,0.32386363636363635,0.0,0.17699115044247787,0.775055679287305,0.5104700292510795,0.0,0.004656487128737452,0.9219201850780798,0.08169934640522875,0.44570483124333216,0.021673544337659865
35,0.0010465212004900568,0.0007132418889278826,0.0010791454247553109,0.00067738906211251,0.0006766056883460991,0.13466268753697144,2004-10-08,0.0,0.32386363636363635,0.0,0.17699115044247787,0.775055679287305,0.5104700292510795,0.0,0.004656487128737452,0.9219201850780798,0.08169934640522875,0.37723444551294666,0.02182524037233104
36,0.0008192438837431315,0.0006057338161741879,0.0006578542463786322,0.0003525061167968281,0.00035209829760763506,0.1273900051935446,2004-10-11,0.0,0.32386363636363635,0.0,0.17699115044247787,0.775055679287305,0.5104700292510795,0.0,0.004656487128737452,0.9219201850780798,0.08169934640522875,0.34452578907192144,0.021891369231052796
37,0.00048097528637452286,0.0004418411102599419,0.0005980490835842851,0.0006339844588730895,0.0006332507102184345,0.14191834350399077,2004-10-12,0.0,0.32386363636363635,0.0,0.17699115044247787,0.775055679287305,0.5104700292510795,0.0,0.004656487128737452,0.9219201850780798,0.08169934640522875,0.45508864664712434,0.019967702223386966
38,0.001654344206806064,0.0012206420896426692,0.0014858218039364712,0.001094345468429233,0.0010930789864816645,0.24053494360548203,2004-10-13,0.0,0.32386363636363635,0.0,0.17699115044247787,0.775055679287305,0.5104700292510795,0.0,0.004656487128737452,0.9219201850780798,0.08169934640522875,0.4860272288798452,0.02011843540879671
39,0.0013491115445167963,0.0010672403944702903,0.0012838149502928005,0.0012390287383171154,0.001237595580240551,0.1270251548763392,2004-10-14,0.0,0.32386363636363635,0.0,0.17699115044247787,0.775055679287305,0.5104700292510795,0.0,0.004656487128737452,0.9219201850780798,0.08169934640522875,0.42917367983296956,0.01922784015623527
